,ST_CASE,INJ_SEV,INJ_SEVNAME,STATE,STATENAME,WEATHER,WEATHERNAME
42343,360511,4,Fatal Injury (K),36,New York,1,Clear
42344,360511,3,Suspected Serious Injury (A),36,New York,1,Clear
42345,360512,4,Fatal Injury (K),36,New York,1,Clear
42346,360512,0,No Apparent Injury (O),36,New York,1,Clear
42347,360513,4,Fatal Injury (K),36,New York,1,Clear
42348,360513,0,No Apparent Injury (O),36,New York,1,Clear
42349,360514,4,Fatal Injury (K),36,New York,1,Clear
42350,360514,0,No Apparent Injury (O),36,New York,1,Clear
42351,360515,4,Fatal Injury (K),36,New York,10,Cloudy
42352,360516,4,Fatal Injury (K),36,New York,1,Clear
42353,360516,1,Possible Injury (C),36,New York,1,Clear
42354,360517,4,Fatal Injury (K),36,New York,1,Clear
42355,360517,0,No Apparent Injury (O),36,New York,1,Clear
42356,360518,4,Fatal Injury (K),36,New York,1,Clear
42357,360518,2,Suspected Minor Injury (B),36,New York,1,Clear
42358,360519,0,No Apparent Injury (O),36,New York,10,Cloudy
42359,360519,4,Fatal Injury (K),36,New York,10,Cloudy
42360,360520,4,Fatal Injury (K),36,New York,10,Cloudy
42361,360521,0,No Apparent Injury (O),36,New York,2,Rain
42362,360521,4,Fatal Injury (K),36,New York,2,Rain
42363,360522,4,Fatal Injury (K),36,New York,5,"Fog, Smog, Smoke"
42364,360522,0,No Apparent Injury (O),36,New York,5,"Fog, Smog, Smoke"
42365,360523,0,No Apparent Injury (O),36,New York,1,Clear
42366,360523,4,Fatal Injury (K),36,New York,1,Clear
42367,360524,4,Fatal Injury (K),36,New York,1,Clear
42368,360524,0,No Apparent Injury (O),36,New York,1,Clear
42369,360525,4,Fatal Injury (K),36,New York,1,Clear
42370,360525,0,No Apparent Injury (O),36,New York,1,Clear
42371,360526,4,Fatal Injury (K),36,New York,1,Clear
42372,360526,9,Unknown/Not Reported,36,New York,1,Clear
42373,360527,4,Fatal Injury (K),36,New York,1,Clear
42374,360527,3,Suspected Serious Injury (A),36,New York,1,Clear
42375,360528,4,Fatal Injury (K),36,New York,1,Clear
42376,360529,4,Fatal Injury (K),36,New York,1,Clear
42377,360530,3,Suspected Serious Injury (A),36,New York,1,Clear
42378,360530,4,Fatal Injury (K),36,New York,1,Clear
42379,360531,4,Fatal Injury (K),36,New York,1,Clear
42380,360531,1,Possible Injury (C),36,New York,1,Clear
42381,360532,4,Fatal Injury (K),36,New York,1,Clear
42382,360532,0,No Apparent Injury (O),36,New York,1,Clear
42383,360533,4,Fatal Injury (K),36,New York,1,Clear
42384,360533,0,No Apparent Injury (O),36,New York,1,Clear
42385,360534,4,Fatal Injury (K),36,New York,10,Cloudy
42386,360534,0,No Apparent Injury (O),36,New York,10,Cloudy
42387,360535,0,No Apparent Injury (O),36,New York,1,Clear
42388,360535,4,Fatal Injury (K),36,New York,1,Clear
42389,360536,4,Fatal Injury (K),36,New York,1,Clear
42390,360536,0,No Apparent Injury (O),36,New York,1,Clear
42391,360537,4,Fatal Injury (K),36,New York,1,Clear
42392,360538,4,Fatal Injury (K),36,New York,1,Clear
42393,360539,2,Suspected Minor Injury (B),36,New York,10,Cloudy
42394,360539,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42395,360539,4,Fatal Injury (K),36,New York,10,Cloudy
42396,360540,4,Fatal Injury (K),36,New York,2,Rain
42397,360540,0,No Apparent Injury (O),36,New York,2,Rain
42398,360541,4,Fatal Injury (K),36,New York,1,Clear
42399,360542,0,No Apparent Injury (O),36,New York,1,Clear
42400,360542,1,Possible Injury (C),36,New York,1,Clear
42401,360542,4,Fatal Injury (K),36,New York,1,Clear
42402,360542,3,Suspected Serious Injury (A),36,New York,1,Clear
42403,360543,4,Fatal Injury (K),36,New York,1,Clear
42404,360543,0,No Apparent Injury (O),36,New York,1,Clear
42405,360544,4,Fatal Injury (K),36,New York,10,Cloudy
42406,360544,0,No Apparent Injury (O),36,New York,10,Cloudy
42407,360545,4,Fatal Injury (K),36,New York,1,Clear
42408,360545,0,No Apparent Injury (O),36,New York,1,Clear
42409,360546,0,No Apparent Injury (O),36,New York,1,Clear
42410,360546,4,Fatal Injury (K),36,New York,1,Clear
42411,360546,3,Suspected Serious Injury (A),36,New York,1,Clear
42412,360547,0,No Apparent Injury (O),36,New York,1,Clear
42413,360547,1,Possible Injury (C),36,New York,1,Clear
42414,360547,4,Fatal Injury (K),36,New York,1,Clear
42415,360548,4,Fatal Injury (K),36,New York,1,Clear
42416,360549,4,Fatal Injury (K),36,New York,1,Clear
42417,360549,3,Suspected Serious Injury (A),36,New York,1,Clear
42418,360550,4,Fatal Injury (K),36,New York,1,Clear
42419,360550,2,Suspected Minor Injury (B),36,New York,1,Clear
42420,360551,3,Suspected Serious Injury (A),36,New York,1,Clear
42421,360551,4,Fatal Injury (K),36,New York,1,Clear
42422,360552,1,Possible Injury (C),36,New York,1,Clear
42423,360552,4,Fatal Injury (K),36,New York,1,Clear
42424,360553,0,No Apparent Injury (O),36,New York,1,Clear
42425,360553,4,Fatal Injury (K),36,New York,1,Clear
42426,360554,4,Fatal Injury (K),36,New York,98,Not Reported
42427,360555,4,Fatal Injury (K),36,New York,1,Clear
42428,360555,2,Suspected Minor Injury (B),36,New York,1,Clear
42429,360555,3,Suspected Serious Injury (A),36,New York,1,Clear
42430,360556,4,Fatal Injury (K),36,New York,1,Clear
42431,360557,4,Fatal Injury (K),36,New York,1,Clear
42432,360558,4,Fatal Injury (K),36,New York,1,Clear
42433,360558,0,No Apparent Injury (O),36,New York,1,Clear
42434,360559,4,Fatal Injury (K),36,New York,1,Clear
42435,360560,4,Fatal Injury (K),36,New York,10,Cloudy
42436,360561,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42437,360561,4,Fatal Injury (K),36,New York,10,Cloudy
42438,360562,4,Fatal Injury (K),36,New York,1,Clear
42439,360562,2,Suspected Minor Injury (B),36,New York,1,Clear
42440,360563,4,Fatal Injury (K),36,New York,1,Clear
42441,360563,2,Suspected Minor Injury (B),36,New York,1,Clear
42442,360564,4,Fatal Injury (K),36,New York,10,Cloudy
42443,360564,0,No Apparent Injury (O),36,New York,10,Cloudy
42444,360565,4,Fatal Injury (K),36,New York,10,Cloudy
42445,360565,0,No Apparent Injury (O),36,New York,10,Cloudy
42446,360566,4,Fatal Injury (K),36,New York,10,Cloudy
42447,360566,0,No Apparent Injury (O),36,New York,10,Cloudy
42448,360567,4,Fatal Injury (K),36,New York,1,Clear
42449,360568,1,Possible Injury (C),36,New York,1,Clear
42450,360568,4,Fatal Injury (K),36,New York,1,Clear
42451,360569,4,Fatal Injury (K),36,New York,1,Clear
42452,360569,0,No Apparent Injury (O),36,New York,1,Clear
42453,360570,2,Suspected Minor Injury (B),36,New York,1,Clear
42454,360570,4,Fatal Injury (K),36,New York,1,Clear
42455,360571,4,Fatal Injury (K),36,New York,1,Clear
42456,360571,3,Suspected Serious Injury (A),36,New York,1,Clear
42457,360572,4,Fatal Injury (K),36,New York,1,Clear
42458,360573,0,No Apparent Injury (O),36,New York,1,Clear
42459,360573,4,Fatal Injury (K),36,New York,1,Clear
42460,360574,1,Possible Injury (C),36,New York,1,Clear
42461,360574,3,Suspected Serious Injury (A),36,New York,1,Clear
42462,360574,4,Fatal Injury (K),36,New York,1,Clear
42463,360575,0,No Apparent Injury (O),36,New York,10,Cloudy
42464,360575,4,Fatal Injury (K),36,New York,10,Cloudy
42465,360576,4,Fatal Injury (K),36,New York,1,Clear
42466,360577,3,Suspected Serious Injury (A),36,New York,1,Clear
42467,360577,4,Fatal Injury (K),36,New York,1,Clear
42468,360578,0,No Apparent Injury (O),36,New York,1,Clear
42469,360578,4,Fatal Injury (K),36,New York,1,Clear
42470,360579,4,Fatal Injury (K),36,New York,1,Clear
42471,360579,0,No Apparent Injury (O),36,New York,1,Clear
42472,360580,4,Fatal Injury (K),36,New York,10,Cloudy
42473,360580,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42474,360581,1,Possible Injury (C),36,New York,1,Clear
42475,360581,4,Fatal Injury (K),36,New York,1,Clear
42476,360582,4,Fatal Injury (K),36,New York,1,Clear
42477,360582,0,No Apparent Injury (O),36,New York,1,Clear
42478,360583,0,No Apparent Injury (O),36,New York,1,Clear
42479,360583,4,Fatal Injury (K),36,New York,1,Clear
42480,360584,4,Fatal Injury (K),36,New York,1,Clear
42481,360584,0,No Apparent Injury (O),36,New York,1,Clear
42482,360585,4,Fatal Injury (K),36,New York,10,Cloudy
42483,360585,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42484,360586,4,Fatal Injury (K),36,New York,1,Clear
42485,360586,2,Suspected Minor Injury (B),36,New York,1,Clear
42486,360587,4,Fatal Injury (K),36,New York,1,Clear
42487,360587,0,No Apparent Injury (O),36,New York,1,Clear
42488,360588,4,Fatal Injury (K),36,New York,1,Clear
42489,360588,1,Possible Injury (C),36,New York,1,Clear
42490,360589,4,Fatal Injury (K),36,New York,1,Clear
42491,360589,3,Suspected Serious Injury (A),36,New York,1,Clear
42492,360590,3,Suspected Serious Injury (A),36,New York,1,Clear
42493,360590,4,Fatal Injury (K),36,New York,1,Clear
42494,360590,2,Suspected Minor Injury (B),36,New York,1,Clear
42495,360591,3,Suspected Serious Injury (A),36,New York,1,Clear
42496,360591,4,Fatal Injury (K),36,New York,1,Clear
42497,360592,4,Fatal Injury (K),36,New York,1,Clear
42498,360592,0,No Apparent Injury (O),36,New York,1,Clear
42499,360593,1,Possible Injury (C),36,New York,1,Clear
42500,360593,4,Fatal Injury (K),36,New York,1,Clear
42501,360594,3,Suspected Serious Injury (A),36,New York,1,Clear
42502,360594,4,Fatal Injury (K),36,New York,1,Clear
42503,360595,4,Fatal Injury (K),36,New York,1,Clear
42504,360595,0,No Apparent Injury (O),36,New York,1,Clear
42505,360596,4,Fatal Injury (K),36,New York,1,Clear
42506,360596,0,No Apparent Injury (O),36,New York,1,Clear
42507,360597,0,No Apparent Injury (O),36,New York,1,Clear
42508,360597,4,Fatal Injury (K),36,New York,1,Clear
42509,360598,1,Possible Injury (C),36,New York,1,Clear
42510,360598,4,Fatal Injury (K),36,New York,1,Clear
42511,360599,4,Fatal Injury (K),36,New York,1,Clear
42512,360599,2,Suspected Minor Injury (B),36,New York,1,Clear
42513,360600,2,Suspected Minor Injury (B),36,New York,2,Rain
42514,360600,4,Fatal Injury (K),36,New York,2,Rain
42515,360601,0,No Apparent Injury (O),36,New York,1,Clear
42516,360601,4,Fatal Injury (K),36,New York,1,Clear
42517,360602,0,No Apparent Injury (O),36,New York,1,Clear
42518,360602,4,Fatal Injury (K),36,New York,1,Clear
42519,360603,0,No Apparent Injury (O),36,New York,1,Clear
42520,360603,4,Fatal Injury (K),36,New York,1,Clear
42521,360604,1,Possible Injury (C),36,New York,1,Clear
42522,360604,4,Fatal Injury (K),36,New York,1,Clear
42523,360605,0,No Apparent Injury (O),36,New York,1,Clear
42524,360605,4,Fatal Injury (K),36,New York,1,Clear
42525,360606,4,Fatal Injury (K),36,New York,1,Clear
42526,360606,0,No Apparent Injury (O),36,New York,1,Clear
42527,360607,4,Fatal Injury (K),36,New York,1,Clear
42528,360607,0,No Apparent Injury (O),36,New York,1,Clear
42529,360607,1,Possible Injury (C),36,New York,1,Clear
42530,360608,4,Fatal Injury (K),36,New York,1,Clear
42531,360608,2,Suspected Minor Injury (B),36,New York,1,Clear
42532,360609,0,No Apparent Injury (O),36,New York,10,Cloudy
42533,360609,1,Possible Injury (C),36,New York,10,Cloudy
42534,360609,4,Fatal Injury (K),36,New York,10,Cloudy
42535,360609,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42536,360609,2,Suspected Minor Injury (B),36,New York,10,Cloudy
42537,360610,4,Fatal Injury (K),36,New York,1,Clear
42538,360610,3,Suspected Serious Injury (A),36,New York,1,Clear
42539,360612,4,Fatal Injury (K),36,New York,1,Clear
42540,360612,0,No Apparent Injury (O),36,New York,1,Clear
42541,360613,4,Fatal Injury (K),36,New York,1,Clear
42542,360613,0,No Apparent Injury (O),36,New York,1,Clear
42543,360614,1,Possible Injury (C),36,New York,1,Clear
42544,360614,4,Fatal Injury (K),36,New York,1,Clear
42545,360615,4,Fatal Injury (K),36,New York,1,Clear
42546,360615,0,No Apparent Injury (O),36,New York,1,Clear
42547,360615,3,Suspected Serious Injury (A),36,New York,1,Clear
42548,360616,4,Fatal Injury (K),36,New York,1,Clear
42549,360617,3,Suspected Serious Injury (A),36,New York,1,Clear
42550,360617,4,Fatal Injury (K),36,New York,1,Clear
42551,360618,4,Fatal Injury (K),36,New York,1,Clear
42552,360618,2,Suspected Minor Injury (B),36,New York,1,Clear
42553,360618,3,Suspected Serious Injury (A),36,New York,1,Clear
42554,360619,4,Fatal Injury (K),36,New York,1,Clear
42555,360619,0,No Apparent Injury (O),36,New York,1,Clear
42556,360620,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42557,360620,4,Fatal Injury (K),36,New York,10,Cloudy
42558,360621,4,Fatal Injury (K),36,New York,10,Cloudy
42559,360621,1,Possible Injury (C),36,New York,10,Cloudy
42560,360622,4,Fatal Injury (K),36,New York,10,Cloudy
42561,360623,4,Fatal Injury (K),36,New York,1,Clear
42562,360623,0,No Apparent Injury (O),36,New York,1,Clear
42563,360624,4,Fatal Injury (K),36,New York,1,Clear
42564,360625,4,Fatal Injury (K),36,New York,10,Cloudy
42565,360625,0,No Apparent Injury (O),36,New York,10,Cloudy
42566,360626,4,Fatal Injury (K),36,New York,1,Clear
42567,360626,0,No Apparent Injury (O),36,New York,1,Clear
42568,360627,4,Fatal Injury (K),36,New York,1,Clear
42569,360627,0,No Apparent Injury (O),36,New York,1,Clear
42570,360628,9,Unknown/Not Reported,36,New York,1,Clear
42571,360628,4,Fatal Injury (K),36,New York,1,Clear
42572,360629,0,No Apparent Injury (O),36,New York,1,Clear
42573,360629,4,Fatal Injury (K),36,New York,1,Clear
42574,360630,4,Fatal Injury (K),36,New York,10,Cloudy
42575,360631,4,Fatal Injury (K),36,New York,10,Cloudy
42576,360631,3,Suspected Serious Injury (A),36,New York,10,Cloudy
42577,360632,4,Fatal Injury (K),36,New York,10,Cloudy
42578,360633,4,Fatal Injury (K),36,New York,1,Clear
42579,360633,0,No Apparent Injury (O),36,New York,1,Clear
42580,360634,4,Fatal Injury (K),36,New York,1,Clear
42581,360634,0,No Apparent Injury (O),36,New York,1,Clear
42582,360635,1,Possible Injury (C),36,New York,1,Clear
42583,360635,4,Fatal Injury (K),36,New York,1,Clear
42584,360635,0,No Apparent Injury (O),36,New York,1,Clear
42585,360636,4,Fatal Injury (K),36,New York,1,Clear
42586,360636,1,Possible Injury (C),36,New York,1,Clear
42587,360637,4,Fatal Injury (K),36,New York,1,Clear
42588,360637,1,Possible Injury (C),36,New York,1,Clear
42589,360637,0,No Apparent Injury (O),36,New York,1,Clear
42590,360638,4,Fatal Injury (K),36,New York,1,Clear
42591,360638,0,No Apparent Injury (O),36,New York,1,Clear
42592,360639,1,Possible Injury (C),36,New York,1,Clear
42593,360639,4,Fatal Injury (K),36,New York,1,Clear
42594,360640,4,Fatal Injury (K),36,New York,1,Clear
42595,360640,9,Unknown/Not Reported,36,New York,1,Clear
42596,360641,0,No Apparent Injury (O),36,New York,1,Clear
42597,360641,4,Fatal Injury (K),36,New York,1,Clear
42598,360642,3,Suspected Serious Injury (A),36,New York,1,Clear
42599,360642,4,Fatal Injury (K),36,New York,1,Clear
42600,360643,4,Fatal Injury (K),36,New York,1,Clear
42601,360644,4,Fatal Injury (K),36,New York,5,"Fog, Smog, Smoke"
42602,360644,0,No Apparent Injury (O),36,New York,5,"Fog, Smog, Smoke"
42603,360645,4,Fatal Injury (K),36,New York,2,Rain
42604,360646,4,Fatal Injury (K),36,New York,1,Clear
42605,360646,1,Possible Injury (C),36,New York,1,Clear
42606,360647,0,No Apparent Injury (O),36,New York,1,Clear
42607,360647,2,Suspected Minor Injury (B),36,New York,1,Clear
42608,360647,1,Possible Injury (C),36,New York,1,Clear
42609,360647,4,Fatal Injury (K),36,New York,1,Clear
42610,360648,4,Fatal Injury (K),36,New York,2,Rain
42611,360648,1,Possible Injury (C),36,New York,2,Rain
42612,360649,4,Fatal Injury (K),36,New York,1,Clear
42613,360650,4,Fatal Injury (K),36,New York,10,Cloudy
42614,360651,3,Suspected Serious Injury (A),36,New York,1,Clear
42615,360651,1,Possible Injury (C),36,New York,1,Clear
42616,360651,2,Suspected Minor Injury (B),36,New York,1,Clear
42617,360651,4,Fatal Injury (K),36,New York,1,Clear
42618,360652,0,No Apparent Injury (O),36,New York,1,Clear
42619,360652,4,Fatal Injury (K),36,New York,1,Clear
42620,360653,0,No Apparent Injury (O),36,New York,1,Clear
42621,360653,4,Fatal Injury (K),36,New York,1,Clear
42622,360654,4,Fatal Injury (K),36,New York,2,Rain
42623,360654,1,Possible Injury (C),36,New York,2,Rain
42624,360655,4,Fatal Injury (K),36,New York,1,Clear
42625,360655,0,No Apparent Injury (O),36,New York,1,Clear
42626,360656,1,Possible Injury (C),36,New York,1,Clear
42627,360656,3,Suspected Serious Injury (A),36,New York,1,Clear
42628,360656,4,Fatal Injury (K),36,New York,1,Clear
42629,360657,4,Fatal Injury (K),36,New York,10,Cloudy
42630,360657,0,No Apparent Injury (O),36,New York,10,Cloudy
42631,360658,4,Fatal Injury (K),36,New York,1,Clear
42632,360658,0,No Apparent Injury (O),36,New York,1,Clear
42633,360659,4,Fatal Injury (K),36,New York,10,Cloudy
42634,360660,4,Fatal Injury (K),36,New York,10,Cloudy
42635,360660,0,No Apparent Injury (O),36,New York,10,Cloudy
42636,360661,4,Fatal Injury (K),36,New York,1,Clear
42637,360661,3,Suspected Serious Injury (A),36,New York,1,Clear
42638,360662,4,Fatal Injury (K),36,New York,1,Clear
42639,360662,0,No Apparent Injury (O),36,New York,1,Clear
42640,360663,4,Fatal Injury (K),36,New York,2,Rain
42641,360664,4,Fatal Injury (K),36,New York,1,Clear
42642,360664,0,No Apparent Injury (O),36,New York,1,Clear
42643,360665,4,Fatal Injury (K),36,New York,1,Clear
42644,360665,1,Possible Injury (C),36,New York,1,Clear
42645,360666,4,Fatal Injury (K),36,New York,1,Clear
42646,360667,0,No Apparent Injury (O),36,New York,10,Cloudy
42647,360667,4,Fatal Injury (K),36,New York,10,Cloudy
42648,360668,4,Fatal Injury (K),36,New York,1,Clear
42649,360668,9,Unknown/Not Reported,36,New York,1,Clear
42650,360669,4,Fatal Injury (K),36,New York,10,Cloudy
42651,360669,0,No Apparent Injury (O),36,New York,10,Cloudy
42652,360670,4,Fatal Injury (K),36,New York,1,Clear
42653,360670,3,Suspected Serious Injury (A),36,New York,1,Clear
42654,360670,0,No Apparent Injury (O),36,New York,1,Clear
42655,360671,4,Fatal Injury (K),36,New York,1,Clear
42656,360672,4,Fatal Injury (K),36,New York,10,Cloudy
42657,360672,1,Possible Injury (C),36,New York,10,Cloudy
42658,360672,0,No Apparent Injury (O),36,New York,10,Cloudy
42659,360673,4,Fatal Injury (K),36,New York,1,Clear
42660,360674,2,Suspected Minor Injury (B),36,New York,10,Cloudy
42661,360674,4,Fatal Injury (K),36,New York,10,Cloudy
42662,360675,4,Fatal Injury (K),36,New York,1,Clear
42663,360675,0,No Apparent Injury (O),36,New York,1,Clear
42664,360676,4,Fatal Injury (K),36,New York,1,Clear
42665,360676,1,Possible Injury (C),36,New York,1,Clear
42666,360677,2,Suspected Minor Injury (B),36,New York,1,Clear
42667,360677,0,No Apparent Injury (O),36,New York,1,Clear
42668,360677,4,Fatal Injury (K),36,New York,1,Clear
42669,360677,1,Possible Injury (C),36,New York,1,Clear
42670,360678,4,Fatal Injury (K),36,New York,1,Clear
42671,360678,0,No Apparent Injury (O),36,New York,1,Clear
42672,360679,4,Fatal Injury (K),36,New York,1,Clear
42673,360679,3,Suspected Serious Injury (A),36,New York,1,Clear
42674,360680,4,Fatal Injury (K),36,New York,10,Cloudy
42675,360680,0,No Apparent Injury (O),36,New York,10,Cloudy
42676,360681,4,Fatal Injury (K),36,New York,1,Clear
42677,360682,4,Fatal Injury (K),36,New York,1,Clear
42678,360683,4,Fatal Injury (K),36,New York,10,Cloudy
42679,360684,4,Fatal Injury (K),36,New York,1,Clear
42680,360685,4,Fatal Injury (K),36,New York,10,Cloudy
42681,360686,4,Fatal Injury (K),36,New York,1,Clear
42682,360686,0,No Apparent Injury (O),36,New York,1,Clear
42683,360687,4,Fatal Injury (K),36,New York,10,Cloudy
42684,360688,4,Fatal Injury (K),36,New York,1,Clear
42685,360688,0,No Apparent Injury (O),36,New York,1,Clear
42686,360689,4,Fatal Injury (K),36,New York,1,Clear
42687,360690,4,Fatal Injury (K),36,New York,1,Clear
42688,360690,0,No Apparent Injury (O),36,New York,1,Clear
42689,360691,4,Fatal Injury (K),36,New York,10,Cloudy
42690,360692,4,Fatal Injury (K),36,New York,1,Clear
42691,360692,0,No Apparent Injury (O),36,New York,1,Clear
42692,360693,4,Fatal Injury (K),36,New York,1,Clear
42693,360693,9,Unknown/Not Reported,36,New York,1,Clear
42694,360695,4,Fatal Injury (K),36,New York,1,Clear
42695,360696,4,Fatal Injury (K),36,New York,1,Clear
42696,360696,0,No Apparent Injury (O),36,New York,1,Clear
42697,360697,1,Possible Injury (C),36,New York,10,Cloudy
42698,360697,4,Fatal Injury (K),36,New York,10,Cloudy
42699,360698,4,Fatal Injury (K),36,New York,1,Clear
42700,360699,4,Fatal Injury (K),36,New York,10,Cloudy
42701,360700,4,Fatal Injury (K),36,New York,10,Cloudy
42702,360700,0,No Apparent Injury (O),36,New York,10,Cloudy
42703,360701,4,Fatal Injury (K),36,New York,2,Rain
42704,360701,0,No Apparent Injury (O),36,New York,2,Rain
42705,360702,4,Fatal Injury (K),36,New York,10,Cloudy
42706,360702,0,No Apparent Injury (O),36,New York,10,Cloudy
42707,360703,4,Fatal Injury (K),36,New York,10,Cloudy
42708,360704,4,Fatal Injury (K),36,New York,1,Clear
42709,360704,0,No Apparent Injury (O),36,New York,1,Clear
42710,360706,4,Fatal Injury (K),36,New York,10,Cloudy
42711,360707,4,Fatal Injury (K),36,New York,10,Cloudy
42712,360707,0,No Apparent Injury (O),36,New York,10,Cloudy
42713,360708,4,Fatal Injury (K),36,New York,10,Cloudy
42714,360708,1,Possible Injury (C),36,New York,10,Cloudy
42715,360709,4,Fatal Injury (K),36,New York,5,"Fog, Smog, Smoke"
42716,360710,4,Fatal Injury (K),36,New York,1,Clear
42717,360711,4,Fatal Injury (K),36,New York,1,Clear
42718,360711,1,Possible Injury (C),36,New York,1,Clear
42719,360712,2,Suspected Minor Injury (B),36,New York,1,Clear
42720,360712,1,Possible Injury (C),36,New York,1,Clear
42721,360712,4,Fatal Injury (K),36,New York,1,Clear
42722,360713,4,Fatal Injury (K),36,New York,1,Clear
42723,360713,0,No Apparent Injury (O),36,New York,1,Clear
42724,360714,4,Fatal Injury (K),36,New York,1,Clear
42725,360715,1,Possible Injury (C),36,New York,2,Rain
42726,360715,4,Fatal Injury (K),36,New York,2,Rain
42727,360716,0,No Apparent Injury (O),36,New York,1,Clear
42728,360716,4,Fatal Injury (K),36,New York,1,Clear
42729,360717,4,Fatal Injury (K),36,New York,1,Clear
42730,360717,9,Unknown/Not Reported,36,New York,1,Clear
42731,360718,4,Fatal Injury (K),36,New York,1,Clear
42732,360718,0,No Apparent Injury (O),36,New York,1,Clear
42733,360719,4,Fatal Injury (K),36,New York,1,Clear
42734,360719,0,No Apparent Injury (O),36,New York,1,Clear
42735,360720,4,Fatal Injury (K),36,New York,2,Rain
42736,360720,9,Unknown/Not Reported,36,New York,2,Rain
42737,360721,4,Fatal Injury (K),36,New York,2,Rain
42738,360721,0,No Apparent Injury (O),36,New York,2,Rain
42739,360722,4,Fatal Injury (K),36,New York,10,Cloudy
42740,360723,4,Fatal Injury (K),36,New York,10,Cloudy
42741,360724,3,Suspected Serious Injury (A),36,New York,1,Clear
42742,360724,4,Fatal Injury (K),36,New York,1,Clear
42743,360725,4,Fatal Injury (K),36,New York,10,Cloudy
42744,360725,1,Possible Injury (C),36,New York,10,Cloudy
42745,360725,0,No Apparent Injury (O),36,New York,10,Cloudy
42746,360726,1,Possible Injury (C),36,New York,8,Other
42747,360726,4,Fatal Injury (K),36,New York,8,Other
42748,360727,4,Fatal Injury (K),36,New York,1,Clear
42749,360727,9,Unknown/Not Reported,36,New York,1,Clear
42750,360728,4,Fatal Injury (K),36,New York,1,Clear
42751,360728,9,Unknown/Not Reported,36,New York,1,Clear
42752,360729,4,Fatal Injury (K),36,New York,10,Cloudy
42753,360729,0,No Apparent Injury (O),36,New York,10,Cloudy
42754,360730,0,No Apparent Injury (O),36,New York,1,Clear
42755,360730,1,Possible Injury (C),36,New York,1,Clear
42756,360730,4,Fatal Injury (K),36,New York,1,Clear
42757,360731,4,Fatal Injury (K),36,New York,1,Clear
42758,360731,0,No Apparent Injury (O),36,New York,1,Clear
42759,360731,9,Unknown/Not Reported,36,New York,1,Clear
42760,360732,4,Fatal Injury (K),36,New York,1,Clear
42761,360732,0,No Apparent Injury (O),36,New York,1,Clear
42762,360733,2,Suspected Minor Injury (B),36,New York,10,Cloudy
42763,360733,1,Possible Injury (C),36,New York,10,Cloudy
42764,360733,4,Fatal Injury (K),36,New York,10,Cloudy
42765,360733,0,No Apparent Injury (O),36,New York,10,Cloudy
42766,360734,0,No Apparent Injury (O),36,New York,10,Cloudy
42767,360734,4,Fatal Injury (K),36,New York,10,Cloudy
42768,360735,4,Fatal Injury (K),36,New York,10,Cloudy
42769,360736,4,Fatal Injury (K),36,New York,2,Rain
42770,360736,3,Suspected Serious Injury (A),36,New York,2,Rain
42771,360736,0,No Apparent Injury (O),36,New York,2,Rain
42772,360737,4,Fatal Injury (K),36,New York,10,Cloudy
42773,360738,4,Fatal Injury (K),36,New York,1,Clear
42774,360738,2,Suspected Minor Injury (B),36,New York,1,Clear
42775,360739,3,Suspected Serious Injury (A),36,New York,1,Clear
42776,360739,4,Fatal Injury (K),36,New York,1,Clear
42777,360740,4,Fatal Injury (K),36,New York,1,Clear
42778,360741,4,Fatal Injury (K),36,New York,1,Clear
42779,360742,4,Fatal Injury (K),36,New York,2,Rain
42780,360743,1,Possible Injury (C),36,New York,2,Rain
42781,360743,4,Fatal Injury (K),36,New York,2,Rain
42782,360743,2,Suspected Minor Injury (B),36,New York,2,Rain
42783,360744,4,Fatal Injury (K),36,New York,1,Clear
42784,360744,3,Suspected Serious Injury (A),36,New York,1,Clear
42785,360744,1,Possible Injury (C),36,New York,1,Clear
42786,360744,2,Suspected Minor Injury (B),36,New York,1,Clear
42787,360745,4,Fatal Injury (K),36,New York,1,Clear
42788,360746,4,Fatal Injury (K),36,New York,1,Clear
42789,360746,9,Unknown/Not Reported,36,New York,1,Clear
42790,360747,4,Fatal Injury (K),36,New York,1,Clear
42791,360747,0,No Apparent Injury (O),36,New York,1,Clear
42792,360748,4,Fatal Injury (K),36,New York,1,Clear
42793,360748,0,No Apparent Injury (O),36,New York,1,Clear
42794,360749,4,Fatal Injury (K),36,New York,1,Clear
42795,360749,0,No Apparent Injury (O),36,New York,1,Clear
42796,360750,4,Fatal Injury (K),36,New York,1,Clear
42797,360750,1,Possible Injury (C),36,New York,1,Clear
42798,360752,3,Suspected Serious Injury (A),36,New York,1,Clear
42799,360752,4,Fatal Injury (K),36,New York,1,Clear
42800,360753,2,Suspected Minor Injury (B),36,New York,1,Clear
42801,360753,3,Suspected Serious Injury (A),36,New York,1,Clear
42802,360753,4,Fatal Injury (K),36,New York,1,Clear
42803,360753,0,No Apparent Injury (O),36,New York,1,Clear
42804,360754,1,Possible Injury (C),36,New York,1,Clear
42805,360754,4,Fatal Injury (K),36,New York,1,Clear
